zip,name,emp_nf,emp,qp1_nf,qp1,ap_nf,ap,est,city,stabbr,cty_name,coastalZip,coastalCounty,ALLCoastalCounty,state
94503,"AMERICAN CANYON, CA",G,6205,G,83551,G,349046,363,AMERICAN CANYON,CA,NAPA,0,0,0,California
94505,"DISCOVERY BAY, CA",G,1170,H,16528,H,66923,199,DISCOVERY BAY,CA,CONTRA COSTA,0,1,0,California
94506,"DANVILLE, CA",G,3616,G,56605,G,241487,511,DANVILLE,CA,CONTRA COSTA,0,1,0,California
94507,"ALAMO, CA",G,2912,G,49719,G,237677,480,ALAMO,CA,CONTRA COSTA,0,1,0,California
94508,"ANGWIN, CA",H,1017,G,9566,G,42099,76,ANGWIN,CA,NAPA,0,0,0,California
94509,"ANTIOCH, CA",G,12352,G,179791,G,756442,979,ANTIOCH,CA,CONTRA COSTA,1,1,0,California
94510,"BENICIA, CA",G,13883,G,247534,G,1027043,890,BENICIA,CA,SOLANO,1,1,0,California
94511,"BETHEL ISLAND, CA",H,239,H,2390,H,10120,35,BETHEL ISLAND,CA,CONTRA COSTA,0,1,0,California
94512,"BIRDS LANDING, CA",H,56,H,1484,G,5578,5,BIRDS LANDING,CA,SOLANO,0,1,0,California
94513,"BRENTWOOD, CA",G,19262,H,486789,H,1607000,1414,BRENTWOOD,CA,CONTRA COSTA,0,1,0,California
94514,"BYRON, CA",H,680,H,10846,H,46401,57,BYRON,CA,CONTRA COSTA,0,1,0,California
94515,"CALISTOGA, CA",H,3101,G,48773,G,190378,253,CALISTOGA,CA,NAPA,0,0,0,California
94516,"CANYON, CA",J,5,J,74,J,444,5,CANYON,CA,CONTRA COSTA,0,1,0,California
94517,"CLAYTON, CA",G,1819,H,43072,H,139622,215,CLAYTON,CA,CONTRA COSTA,0,1,0,California
94518,"CONCORD, CA",G,4884,G,67843,G,279197,508,CONCORD,CA,CONTRA COSTA,0,1,0,California
94519,"CONCORD, CA",G,2129,G,22510,G,93711,330,CONCORD,CA,CONTRA COSTA,0,1,0,California
94520,"CONCORD, CA",G,46364,G,927392,G,3388845,2028,CONCORD,CA,CONTRA COSTA,1,1,0,California
94521,"CONCORD, CA",G,5659,G,62610,G,261321,655,CONCORD,CA,CONTRA COSTA,0,1,0,California
94523,"PLEASANT HILL, CA",G,13469,G,162550,G,678990,1135,PLEASANT HILL,CA,CONTRA COSTA,0,1,0,California
94525,"CROCKETT, CA",H,1164,H,26737,H,111629,45,CROCKETT,CA,CONTRA COSTA,1,1,0,California
94526,"DANVILLE, CA",G,9129,G,131857,G,558449,1114,DANVILLE,CA,CONTRA COSTA,0,1,0,California
94528,"DIABLO, CA",J,170,H,3126,H,13196,22,DIABLO,CA,CONTRA COSTA,0,1,0,California
94530,"EL CERRITO, CA",G,6230,G,62954,G,274914,594,EL CERRITO,CA,CONTRA COSTA,0,1,0,California
94531,"ANTIOCH, CA",H,7748,J,129631,J,517020,559,ANTIOCH,CA,CONTRA COSTA,0,1,0,California
94533,"FAIRFIELD, CA",G,20512,G,285040,G,1170647,1358,FAIRFIELD,CA,SOLANO,0,1,0,California
94534,"FAIRFIELD, CA",G,14787,G,228188,G,917323,812,FAIRFIELD,CA,SOLANO,0,1,0,California
94535,"TRAVIS AFB, CA",J,2720,J,41255,J,170237,54,TRAVIS AFB,CA,SOLANO,0,1,0,California
94536,"FREMONT, CA",G,6845,G,91775,G,400805,1029,FREMONT,CA,ALAMEDA,1,1,0,California
94538,"FREMONT, CA",G,93523,H,3679160,H,14386099,2749,FREMONT,CA,ALAMEDA,1,1,0,California
94539,"FREMONT, CA",G,19562,G,350838,G,1450179,1426,FREMONT,CA,ALAMEDA,0,1,0,California
94541,"HAYWARD, CA",G,12202,G,144400,G,597317,1089,HAYWARD,CA,ALAMEDA,1,1,0,California
94542,"HAYWARD, CA",H,2216,G,17055,G,78993,172,HAYWARD,CA,ALAMEDA,0,1,0,California
94544,"HAYWARD, CA",G,18767,G,322796,G,1285893,1313,HAYWARD,CA,ALAMEDA,0,1,0,California
94545,"HAYWARD, CA",G,33827,G,677048,G,2683554,1703,HAYWARD,CA,ALAMEDA,1,1,0,California
94546,"CASTRO VALLEY, CA",G,8763,G,129240,G,528033,923,CASTRO VALLEY,CA,ALAMEDA,0,1,0,California
94547,"HERCULES, CA",H,4695,H,148820,H,578599,278,HERCULES,CA,CONTRA COSTA,1,1,0,California
94548,"KNIGHTSEN, CA",H,60,H,586,H,2528,10,KNIGHTSEN,CA,CONTRA COSTA,0,1,0,California
94549,"LAFAYETTE, CA",G,8904,G,150039,G,631548,1069,LAFAYETTE,CA,CONTRA COSTA,0,1,0,California
94550,"LIVERMORE, CA",H,25430,H,610564,H,2473570,1278,LIVERMORE,CA,ALAMEDA,0,1,0,California
94551,"LIVERMORE, CA",G,30354,G,683805,G,2474024,1362,LIVERMORE,CA,ALAMEDA,0,1,0,California
94552,"CASTRO VALLEY, CA",G,960,G,11351,G,53589,197,CASTRO VALLEY,CA,ALAMEDA,0,1,0,California
94553,"MARTINEZ, CA",G,17214,G,353663,G,1437602,1141,MARTINEZ,CA,CONTRA COSTA,1,1,0,California
94555,"FREMONT, CA",G,5458,G,142206,G,580228,358,FREMONT,CA,ALAMEDA,1,1,0,California
94556,"MORAGA, CA",H,3857,G,52376,G,219134,336,MORAGA,CA,CONTRA COSTA,0,1,0,California
94558,"NAPA, CA",G,28036,G,476329,G,1902463,1870,NAPA,CA,NAPA,0,0,0,California
94559,"NAPA, CA",G,14030,G,209432,G,850674,1209,NAPA,CA,NAPA,0,0,0,California
94560,"NEWARK, CA",G,27577,H,635617,H,2497222,1224,NEWARK,CA,ALAMEDA,1,1,0,California
94561,"OAKLEY, CA",G,3601,G,39144,G,179994,469,OAKLEY,CA,CONTRA COSTA,1,1,0,California
94562,"OAKVILLE, CA",G,693,G,15657,G,61246,22,OAKVILLE,CA,NAPA,0,0,0,California
94563,"ORINDA, CA",G,3136,G,70976,G,262543,576,ORINDA,CA,CONTRA COSTA,0,1,0,California
94564,"PINOLE, CA",G,5145,G,51454,G,214751,455,PINOLE,CA,CONTRA COSTA,1,1,0,California
94565,"PITTSBURG, CA",G,12568,G,182982,G,775554,1059,PITTSBURG,CA,CONTRA COSTA,1,1,0,California
94566,"PLEASANTON, CA",G,16027,G,293253,G,1188574,1539,PLEASANTON,CA,ALAMEDA,0,1,0,California
94567,"POPE VALLEY, CA",H,81,G,1315,G,5129,19,POPE VALLEY,CA,NAPA,0,0,0,California
94568,"DUBLIN, CA",G,22730,H,613838,H,2204409,1615,DUBLIN,CA,ALAMEDA,0,1,0,California
94569,"PORT COSTA, CA",J,51,J,419,J,1810,3,PORT COSTA,CA,CONTRA COSTA,1,1,0,California
94571,"RIO VISTA, CA",G,1339,G,19884,G,82807,146,RIO VISTA,CA,SOLANO,1,0,0,California
94572,"RODEO, CA",H,1252,J,40460,J,127531,88,RODEO,CA,CONTRA COSTA,1,1,0,California
94573,"RUTHERFORD, CA",G,1060,G,24183,G,93439,34,RUTHERFORD,CA,NAPA,0,0,0,California
94574,"SAINT HELENA, CA",G,9809,G,189112,G,815634,556,SAINT HELENA,CA,NAPA,0,0,0,California
94575,"MORAGA, CA",J,77,J,777,J,3134,6,MORAGA,CA,CONTRA COSTA,0,1,0,California
94576,"DEER PARK, CA",G,311,G,4010,G,15593,10,DEER PARK,CA,NAPA,0,0,0,California
94577,"SAN LEANDRO, CA",G,38477,G,790950,G,3038310,1821,SAN LEANDRO,CA,ALAMEDA,1,1,0,California
94578,"SAN LEANDRO, CA",G,10428,H,184329,H,731658,606,SAN LEANDRO,CA,ALAMEDA,0,1,0,California
94579,"SAN LEANDRO, CA",G,2224,G,23208,G,89126,246,SAN LEANDRO,CA,ALAMEDA,1,1,0,California
94580,"SAN LORENZO, CA",H,3718,G,32503,G,129919,304,SAN LORENZO,CA,ALAMEDA,1,1,0,California
94582,"SAN RAMON, CA",G,2450,G,27318,G,128373,569,SAN RAMON,CA,CONTRA COSTA,0,1,0,California
94583,"SAN RAMON, CA",G,36442,H,1273101,H,4426504,2090,SAN RAMON,CA,CONTRA COSTA,0,1,0,California
94585,"SUISUN CITY, CA",G,3285,G,56058,G,223881,301,SUISUN CITY,CA,SOLANO,1,1,0,California
94586,"SUNOL, CA",G,686,G,10787,H,49694,33,SUNOL,CA,ALAMEDA,0,1,0,California
94587,"UNION CITY, CA",G,22663,G,377173,G,1608371,1362,UNION CITY,CA,ALAMEDA,1,1,0,California
94588,"PLEASANTON, CA",G,61022,G,2226902,H,9476591,1806,PLEASANTON,CA,ALAMEDA,0,1,0,California
94589,"VALLEJO, CA",H,9378,J,218752,J,903269,336,VALLEJO,CA,SOLANO,1,1,0,California
94590,"VALLEJO, CA",G,8693,H,141412,H,553919,723,VALLEJO,CA,SOLANO,1,1,0,California
94591,"VALLEJO, CA",G,6918,G,65180,G,274376,614,VALLEJO,CA,SOLANO,1,0,0,California
94592,"VALLEJO, CA",H,2474,H,58384,H,244974,59,VALLEJO,CA,SOLANO,1,1,0,California
94595,"WALNUT CREEK, CA",G,2908,G,44296,G,174132,286,WALNUT CREEK,CA,CONTRA COSTA,0,1,0,California
94596,"WALNUT CREEK, CA",G,32387,G,853497,G,3323330,2061,WALNUT CREEK,CA,CONTRA COSTA,0,1,0,California
94597,"WALNUT CREEK, CA",G,9694,G,322088,G,1107366,680,WALNUT CREEK,CA,CONTRA COSTA,0,1,0,California
94598,"WALNUT CREEK, CA",G,19695,G,490788,G,2037755,985,WALNUT CREEK,CA,CONTRA COSTA,0,1,0,California
94599,"YOUNTVILLE, CA",H,2126,H,40845,H,165779,91,YOUNTVILLE,CA,NAPA,0,0,0,California
94601,"OAKLAND, CA",G,10209,G,134848,G,577657,792,OAKLAND,CA,ALAMEDA,1,1,0,California
94602,"OAKLAND, CA",G,3611,G,44128,G,197626,476,OAKLAND,CA,ALAMEDA,0,1,0,California
94603,"OAKLAND, CA",G,4003,G,90414,G,360554,303,OAKLAND,CA,ALAMEDA,1,1,0,California
94605,"OAKLAND, CA",G,3593,H,39455,G,170197,459,OAKLAND,CA,ALAMEDA,0,1,0,California
94606,"OAKLAND, CA",G,5139,G,64990,G,275865,604,OAKLAND,CA,ALAMEDA,1,1,0,California
94607,"OAKLAND, CA",G,28767,G,979231,G,3659783,1506,OAKLAND,CA,ALAMEDA,1,1,0,California
94608,"EMERYVILLE, CA",G,34469,G,1093809,G,4100749,1228,EMERYVILLE,CA,ALAMEDA,1,1,0,California
94609,"OAKLAND, CA",G,12431,G,289597,G,1359979,820,OAKLAND,CA,ALAMEDA,0,1,0,California
94610,"OAKLAND, CA",G,5572,G,71698,G,301200,776,OAKLAND,CA,ALAMEDA,0,1,0,California
94611,"OAKLAND, CA",H,13527,H,343622,H,1376116,1134,OAKLAND,CA,ALAMEDA,0,1,0,California
94612,"OAKLAND, CA",H,43353,H,1655327,H,6042479,1716,OAKLAND,CA,ALAMEDA,1,1,0,California
94613,"OAKLAND, CA",J,359,J,4902,J,19314,5,OAKLAND,CA,ALAMEDA,0,1,0,California
94618,"OAKLAND, CA",G,6243,H,177167,H,632438,531,OAKLAND,CA,ALAMEDA,0,1,0,California
94619,"OAKLAND, CA",G,4635,G,41944,G,167300,377,OAKLAND,CA,ALAMEDA,0,1,0,California
94621,"OAKLAND, CA",G,26435,G,464737,G,2024331,817,OAKLAND,CA,ALAMEDA,1,1,0,California
94702,"BERKELEY, CA",G,3735,G,56412,G,235676,471,BERKELEY,CA,ALAMEDA,0,1,0,California
94703,"BERKELEY, CA",G,2484,G,33103,G,141018,340,BERKELEY,CA,ALAMEDA,0,1,0,California
94704,"BERKELEY, CA",G,11484,G,200788,G,888333,940,BERKELEY,CA,ALAMEDA,0,1,0,California
94705,"BERKELEY, CA",G,5823,G,114305,G,461474,569,BERKELEY,CA,ALAMEDA,0,1,0,California
94706,"ALBANY, CA",G,3852,G,42087,G,175943,505,ALBANY,CA,ALAMEDA,1,1,0,California
94707,"BERKELEY, CA",G,1987,G,27470,G,124586,404,BERKELEY,CA,ALAMEDA,0,1,0,California
94708,"BERKELEY, CA",G,739,G,13713,G,59606,204,BERKELEY,CA,ALAMEDA,0,1,0,California
94709,"BERKELEY, CA",G,2891,G,43365,G,179361,340,BERKELEY,CA,ALAMEDA,0,1,0,California
94710,"BERKELEY, CA",G,18030,G,414672,G,1619651,955,BERKELEY,CA,ALAMEDA,1,1,0,California
94720,"BERKELEY, CA",G,867,G,14593,G,62090,48,BERKELEY,CA,ALAMEDA,0,1,0,California
94801,"RICHMOND, CA",G,10717,H,327057,G,1142690,491,RICHMOND,CA,CONTRA COSTA,1,1,0,California
94803,"EL SOBRANTE, CA",G,2054,G,21678,G,89932,374,EL SOBRANTE,CA,CONTRA COSTA,0,1,0,California
94804,"RICHMOND, CA",G,13241,G,270676,G,1078477,795,RICHMOND,CA,CONTRA COSTA,1,1,0,California
94805,"RICHMOND, CA",G,1669,G,16443,G,67959,235,RICHMOND,CA,CONTRA COSTA,0,1,0,California
94806,"SAN PABLO, CA",G,11191,G,143316,G,575934,807,SAN PABLO,CA,CONTRA COSTA,1,1,0,California
94901,"SAN RAFAEL, CA",G,24497,G,612926,G,2060777,2001,SAN RAFAEL,CA,MARIN,1,1,0,California
94903,"SAN RAFAEL, CA",G,15001,H,351846,H,1459885,1144,SAN RAFAEL,CA,MARIN,1,1,0,California
94904,"GREENBRAE, CA",G,5815,H,137075,G,574274,472,GREENBRAE,CA,MARIN,1,1,0,California
94920,"BELVEDERE TIBURON, CA",G,2566,G,43908,G,199587,392,BELVEDERE TIBURON,CA,MARIN,1,1,0,California
94922,"BODEGA, CA",J,42,J,366,J,1601,15,BODEGA,CA,SONOMA,0,1,0,California
94923,"BODEGA BAY, CA",G,599,G,5725,G,26384,56,BODEGA BAY,CA,SONOMA,1,1,0,California
94924,"BOLINAS, CA",G,313,G,3708,G,16606,42,BOLINAS,CA,MARIN,1,1,0,California
94925,"CORTE MADERA, CA",G,6263,G,112720,G,557769,510,CORTE MADERA,CA,MARIN,1,1,0,California
94928,"ROHNERT PARK, CA",G,13276,H,175826,G,740422,907,ROHNERT PARK,CA,SONOMA,0,1,0,California
94929,"DILLON BEACH, CA",G,54,G,504,G,2658,8,DILLON BEACH,CA,MARIN,1,1,0,California
94930,"FAIRFAX, CA",G,1776,G,20315,G,91943,273,FAIRFAX,CA,MARIN,0,1,0,California
94931,"COTATI, CA",G,3390,G,47192,G,213643,324,COTATI,CA,SONOMA,0,1,0,California
94933,"FOREST KNOLLS, CA",J,68,H,1018,H,4720,13,FOREST KNOLLS,CA,MARIN,0,1,0,California
94937,"INVERNESS, CA",G,177,G,2005,G,9741,33,INVERNESS,CA,MARIN,1,1,0,California
94938,"LAGUNITAS, CA",H,48,G,345,G,1593,18,LAGUNITAS,CA,MARIN,0,1,0,California
94939,"LARKSPUR, CA",G,5155,G,141221,G,526291,404,LARKSPUR,CA,MARIN,1,1,0,California
94940,"MARSHALL, CA",H,123,G,1696,G,8413,10,MARSHALL,CA,MARIN,1,1,0,California
94941,"MILL VALLEY, CA",G,9219,G,191820,G,733576,1264,MILL VALLEY,CA,MARIN,1,1,0,California
94945,"NOVATO, CA",G,8667,G,153461,G,626709,763,NOVATO,CA,MARIN,1,1,0,California
94946,"NICASIO, CA",J,95,H,1280,H,5624,24,NICASIO,CA,MARIN,0,1,0,California
94947,"NOVATO, CA",G,3492,H,50444,H,212484,498,NOVATO,CA,MARIN,0,1,0,California
94949,"NOVATO, CA",G,10558,H,363585,G,1299366,614,NOVATO,CA,MARIN,1,1,0,California
94950,"OLEMA, CA",G,59,G,209,G,894,4,OLEMA,CA,MARIN,0,1,0,California
94951,"PENNGROVE, CA",G,554,G,7470,H,35455,120,PENNGROVE,CA,SONOMA,0,1,0,California
94952,"PETALUMA, CA",G,14859,G,265877,G,1090449,1360,PETALUMA,CA,SONOMA,1,1,0,California
94954,"PETALUMA, CA",G,16331,G,291717,G,1149006,1044,PETALUMA,CA,SONOMA,1,1,0,California
94956,"POINT REYES STATION, CA",G,675,G,8371,G,36151,87,POINT REYES STATION,CA,MARIN,1,1,0,California
94957,"ROSS, CA",G,519,H,19170,G,63505,73,ROSS,CA,MARIN,0,1,0,California
94960,"SAN ANSELMO, CA",G,3374,G,45342,G,197530,525,SAN ANSELMO,CA,MARIN,0,1,0,California
94963,"SAN GERONIMO, CA",H,133,G,1503,G,6463,21,SAN GERONIMO,CA,MARIN,0,1,0,California
94964,"SAN QUENTIN, CA",J,19,J,270,H,1173,6,SAN QUENTIN,CA,MARIN,1,1,0,California
94965,"SAUSALITO, CA",G,6910,G,123891,G,523091,711,SAUSALITO,CA,MARIN,1,1,0,California
94970,"STINSON BEACH, CA",J,175,H,2544,H,11237,28,STINSON BEACH,CA,MARIN,1,1,0,California
94971,"TOMALES, CA",J,35,G,304,G,1416,7,TOMALES,CA,MARIN,1,1,0,California
94972,"VALLEY FORD, CA",H,28,H,301,G,1994,9,VALLEY FORD,CA,SONOMA,1,1,0,California
94973,"WOODACRE, CA",H,544,J,6977,J,27709,44,WOODACRE,CA,MARIN,0,1,0,California
95002,"ALVISO, CA",H,7483,H,374357,H,1481213,64,ALVISO,CA,SANTA CLARA,1,1,0,California
95003,"APTOS, CA",G,5123,G,56077,G,244781,660,APTOS,CA,SANTA CRUZ,1,1,0,California
95004,"AROMAS, CA",H,721,H,13314,H,53862,62,AROMAS,CA,MONTEREY,0,1,0,California
95005,"BEN LOMOND, CA",H,570,H,6618,H,29240,107,BEN LOMOND,CA,SANTA CRUZ,0,1,0,California
95006,"BOULDER CREEK, CA",G,852,G,9147,G,41045,144,BOULDER CREEK,CA,SANTA CRUZ,0,1,0,California
95007,"BROOKDALE, CA",H,66,H,878,H,3922,8,BROOKDALE,CA,SANTA CRUZ,0,1,0,California
95008,"CAMPBELL, CA",G,29159,G,639350,G,2620516,2025,CAMPBELL,CA,SANTA CLARA,0,1,0,California
95010,"CAPITOLA, CA",G,5798,G,67144,G,273379,522,CAPITOLA,CA,SANTA CRUZ,1,1,0,California
95012,"CASTROVILLE, CA",G,2029,G,31139,G,132283,168,CASTROVILLE,CA,MONTEREY,1,1,0,California
95013,"COYOTE, CA",H,64,H,1818,H,6531,9,COYOTE,CA,SANTA CLARA,0,1,0,California
95014,"CUPERTINO, CA",J,59243,J,2580899,J,22133258,1615,CUPERTINO,CA,SANTA CLARA,0,1,0,California
95017,"DAVENPORT, CA",H,155,J,2251,J,8303,11,DAVENPORT,CA,SANTA CRUZ,1,1,0,California
95018,"FELTON, CA",H,1017,H,10036,H,45252,173,FELTON,CA,SANTA CRUZ,0,1,0,California
95019,"FREEDOM, CA",G,900,G,10085,G,42684,135,FREEDOM,CA,SANTA CRUZ,0,1,0,California
95020,"GILROY, CA",G,19193,G,231876,G,979640,1540,GILROY,CA,SANTA CLARA,0,1,0,California
95023,"HOLLISTER, CA",G,11493,G,159380,G,674557,1012,HOLLISTER,CA,SAN BENITO,0,NA,NA,California
95030,"LOS GATOS, CA",G,6283,G,108412,G,423556,708,LOS GATOS,CA,SANTA CLARA,0,1,0,California
95032,"LOS GATOS, CA",G,12922,H,857431,H,3535278,1019,LOS GATOS,CA,SANTA CLARA,0,1,0,California
95033,"LOS GATOS, CA",H,623,G,8853,G,35845,149,LOS GATOS,CA,SANTA CLARA,0,1,0,California
95035,"MILPITAS, CA",G,48580,H,1542647,H,5790966,2214,MILPITAS,CA,SANTA CLARA,0,1,0,California
95037,"MORGAN HILL, CA",G,18080,G,276952,G,1149313,1388,MORGAN HILL,CA,SANTA CLARA,0,1,0,California
95039,"MOSS LANDING, CA",H,851,H,15977,H,61776,61,MOSS LANDING,CA,MONTEREY,1,1,0,California
95041,"MOUNT HERMON, CA",J,177,H,1509,J,7219,9,MOUNT HERMON,CA,SANTA CRUZ,0,1,0,California
95046,"SAN MARTIN, CA",G,1344,G,17639,G,79124,177,SAN MARTIN,CA,SANTA CLARA,0,1,0,California
95050,"SANTA CLARA, CA",G,28753,G,637768,G,2663070,1562,SANTA CLARA,CA,SANTA CLARA,0,1,0,California
95051,"SANTA CLARA, CA",H,27577,H,2005382,H,9322234,1109,SANTA CLARA,CA,SANTA CLARA,0,1,0,California
95053,"SANTA CLARA, CA",H,3482,H,41461,H,176615,15,SANTA CLARA,CA,SANTA CLARA,0,1,0,California
95054,"SANTA CLARA, CA",H,99768,H,5037282,H,19881723,1881,SANTA CLARA,CA,SANTA CLARA,1,1,0,California
95060,"SANTA CRUZ, CA",G,20773,G,331739,G,1344463,1584,SANTA CRUZ,CA,SANTA CRUZ,1,1,0,California
95062,"SANTA CRUZ, CA",G,10018,G,135606,G,543865,1049,SANTA CRUZ,CA,SANTA CRUZ,1,1,0,California
95064,"SANTA CRUZ, CA",H,117,G,1495,G,6628,14,SANTA CRUZ,CA,SANTA CRUZ,1,1,0,California
95065,"SANTA CRUZ, CA",H,4476,H,95040,H,388472,276,SANTA CRUZ,CA,SANTA CRUZ,0,1,0,California
95066,"SCOTTS VALLEY, CA",G,7553,G,139905,G,581362,538,SCOTTS VALLEY,CA,SANTA CRUZ,0,1,0,California
95070,"SARATOGA, CA",G,5888,G,93383,G,386172,807,SARATOGA,CA,SANTA CLARA,0,1,0,California
95073,"SOQUEL, CA",G,3802,G,46183,G,193544,412,SOQUEL,CA,SANTA CRUZ,0,1,0,California
95076,"WATSONVILLE, CA",G,19004,G,296807,G,1207456,1524,WATSONVILLE,CA,SANTA CRUZ,1,1,0,California
95110,"SAN JOSE, CA",H,44547,H,2017919,H,8749902,1093,SAN JOSE,CA,SANTA CLARA,0,1,0,California
95111,"SAN JOSE, CA",G,5240,G,66310,G,289853,695,SAN JOSE,CA,SANTA CLARA,0,1,0,California
95112,"SAN JOSE, CA",G,40408,G,804540,G,3202545,2135,SAN JOSE,CA,SANTA CLARA,0,1,0,California
95113,"SAN JOSE, CA",G,22385,G,885304,G,3476262,838,SAN JOSE,CA,SANTA CLARA,0,1,0,California
95116,"SAN JOSE, CA",G,7103,G,133563,G,535610,720,SAN JOSE,CA,SANTA CLARA,0,1,0,California
95117,"SAN JOSE, CA",G,3322,G,58722,G,257995,425,SAN JOSE,CA,SANTA CLARA,0,1,0,California
95118,"SAN JOSE, CA",G,8040,G,80945,G,343538,646,SAN JOSE,CA,SANTA CLARA,0,1,0,California
95119,"SAN JOSE, CA",H,15073,H,535718,H,2117043,395,SAN JOSE,CA,SANTA CLARA,0,1,0,California
95120,"SAN JOSE, CA",G,3838,H,77820,G,320632,571,SAN JOSE,CA,SANTA CLARA,0,1,0,California
95121,"SAN JOSE, CA",G,4199,G,37587,G,163802,486,SAN JOSE,CA,SANTA CLARA,0,1,0,California
95122,"SAN JOSE, CA",G,10496,G,118316,G,478895,966,SAN JOSE,CA,SANTA CLARA,0,1,0,California
95123,"SAN JOSE, CA",G,11348,G,115260,G,472379,1091,SAN JOSE,CA,SANTA CLARA,0,1,0,California
95124,"SAN JOSE, CA",H,10965,H,340547,H,1351649,1032,SAN JOSE,CA,SANTA CLARA,0,1,0,California
95125,"SAN JOSE, CA",G,17202,H,444616,H,1733583,1403,SAN JOSE,CA,SANTA CLARA,0,1,0,California
95126,"SAN JOSE, CA",G,12398,G,216146,G,917555,1074,SAN JOSE,CA,SANTA CLARA,0,1,0,California
95127,"SAN JOSE, CA",G,5115,G,61860,G,255751,678,SAN JOSE,CA,SANTA CLARA,0,1,0,California
95128,"SAN JOSE, CA",H,30472,H,1036254,H,4175743,1202,SAN JOSE,CA,SANTA CLARA,0,1,0,California
95129,"SAN JOSE, CA",G,11357,G,160100,G,662261,983,SAN JOSE,CA,SANTA CLARA,0,1,0,California
95130,"SAN JOSE, CA",G,1039,G,12512,G,50685,156,SAN JOSE,CA,SANTA CLARA,0,1,0,California
95131,"SAN JOSE, CA",G,53034,H,1811989,H,6129047,1587,SAN JOSE,CA,SANTA CLARA,0,1,0,California
95132,"SAN JOSE, CA",G,3591,H,109602,H,294964,428,SAN JOSE,CA,SANTA CLARA,0,1,0,California
95133,"SAN JOSE, CA",H,8301,H,161374,H,689318,458,SAN JOSE,CA,SANTA CLARA,0,1,0,California
95134,"SAN JOSE, CA",G,50098,G,2909125,G,11266614,620,SAN JOSE,CA,SANTA CLARA,1,1,0,California
95135,"SAN JOSE, CA",G,1665,G,21473,G,84725,249,SAN JOSE,CA,SANTA CLARA,0,1,0,California
95136,"SAN JOSE, CA",G,5827,G,91404,G,380865,503,SAN JOSE,CA,SANTA CLARA,0,1,0,California
95138,"SAN JOSE, CA",H,11519,H,443201,H,1490019,368,SAN JOSE,CA,SANTA CLARA,0,1,0,California
95139,"SAN JOSE, CA",H,507,H,4466,G,19104,90,SAN JOSE,CA,SANTA CLARA,0,1,0,California
95140,"MOUNT HAMILTON, CA",J,68,J,749,H,3112,8,MOUNT HAMILTON,CA,SANTA CLARA,0,1,0,California
95148,"SAN JOSE, CA",G,3371,G,34896,G,148134,503,SAN JOSE,CA,SANTA CLARA,0,1,0,California
95202,"STOCKTON, CA",G,5977,H,140237,H,440818,361,STOCKTON,CA,SAN JOAQUIN,0,0,0,California
95203,"STOCKTON, CA",H,4381,H,67332,H,271154,300,STOCKTON,CA,SAN JOAQUIN,0,0,0,California
95204,"STOCKTON, CA",G,7912,H,120998,H,513198,445,STOCKTON,CA,SAN JOAQUIN,0,0,0,California
95205,"STOCKTON, CA",G,9910,G,148236,G,621844,695,STOCKTON,CA,SAN JOAQUIN,0,0,0,California
95206,"STOCKTON, CA",G,17888,G,264471,G,1076657,780,STOCKTON,CA,SAN JOAQUIN,0,0,0,California
95207,"STOCKTON, CA",G,16922,G,165734,G,681964,1205,STOCKTON,CA,SAN JOAQUIN,0,0,0,California
95209,"STOCKTON, CA",H,3485,H,31658,H,140636,342,STOCKTON,CA,SAN JOAQUIN,0,0,0,California
95210,"STOCKTON, CA",G,7535,G,114730,G,467538,470,STOCKTON,CA,SAN JOAQUIN,0,0,0,California
95211,"STOCKTON, CA",J,1885,J,28488,J,111763,15,STOCKTON,CA,SAN JOAQUIN,0,0,0,California
95212,"STOCKTON, CA",H,3711,H,45051,H,183117,353,STOCKTON,CA,SAN JOAQUIN,0,0,0,California
95215,"STOCKTON, CA",G,11847,G,173026,G,782776,446,STOCKTON,CA,SAN JOAQUIN,0,0,0,California
95219,"STOCKTON, CA",G,9951,G,135723,G,537889,564,STOCKTON,CA,SAN JOAQUIN,0,1,0,California
95220,"ACAMPO, CA",G,1102,G,15949,G,73385,149,ACAMPO,CA,SAN JOAQUIN,0,0,0,California
95227,"CLEMENTS, CA",H,148,J,1516,J,6823,26,CLEMENTS,CA,SAN JOAQUIN,0,0,0,California
95230,"FARMINGTON, CA",J,231,J,1997,J,8885,11,FARMINGTON,CA,SAN JOAQUIN,0,NA,NA,California
95231,"FRENCH CAMP, CA",H,5235,H,81158,H,349511,92,FRENCH CAMP,CA,SAN JOAQUIN,0,0,0,California
95236,"LINDEN, CA",H,903,H,12361,H,65009,75,LINDEN,CA,SAN JOAQUIN,0,NA,NA,California
95237,"LOCKEFORD, CA",H,704,H,6610,H,28276,72,LOCKEFORD,CA,SAN JOAQUIN,0,0,0,California
95240,"LODI, CA",G,17954,G,278543,G,1118436,1220,LODI,CA,SAN JOAQUIN,0,0,0,California
95242,"LODI, CA",G,7950,G,87314,G,373176,562,LODI,CA,SAN JOAQUIN,0,0,0,California
95253,"VICTOR, CA",J,17,G,261,G,1426,7,VICTOR,CA,SAN JOAQUIN,0,0,0,California
95258,"WOODBRIDGE, CA",G,334,G,3203,G,13382,52,WOODBRIDGE,CA,SAN JOAQUIN,0,0,0,California
95304,"TRACY, CA",H,21820,H,256151,H,1121450,589,TRACY,CA,SAN JOAQUIN,0,0,0,California
